quarter_day,feature,shap_value,updated_at
2023Q4_day4,guidance eps,0.976134759,2026-04-30 38:31:0
2023Q4_day4,china rev yoy,-0.406974541,2026-04-30 38:31:0
2023Q4_day4,revenue qoq,0.139928995,2026-04-30 38:31:0
2023Q4_day4,beta sp500,-0.010692445,2026-04-30 38:31:0
2023Q4_day4,beta sp500 it,-0.484539545,2026-04-30 38:31:0
2023Q4_day4,beta nasdaq,0.349421806,2026-04-30 38:31:0
2023Q4_day4,cadence return 30d,-0.220377473,2026-04-30 38:31:0
2023Q4_day4,siemens return 30d,-0.243075731,2026-04-30 38:31:0
2023Q4_day4,vix,-0.299715401,2026-04-30 38:31:0
2023Q4_day4,vix change 30d,0.174318675,2026-04-30 38:31:0
2023Q4_day4,high volatility,-0.907910909,2026-04-30 38:31:0
2023Q4_day4,cpi,0.018503955,2026-04-30 38:31:0
2023Q4_day4,unemployment rate,0.12864495,2026-04-30 38:31:0
2023Q4_day4,analyst sentiment score,-0.084136636,2026-04-30 38:31:0
2023Q4_day4,analyst consensus strength,0.052932467,2026-04-30 38:31:0
2023Q4_day4,analyst bullish ratio,-0.110108352,2026-04-30 38:31:0
2023Q4_day5,analyst bearish ratio,-0.248277066,2026-04-30 38:31:0
2023Q4_day5,analyst coverage,0.025843165,2026-04-30 38:31:0
2023Q4_day5,analyst rating momentum,-0.321641704,2026-04-30 38:31:0
2023Q4_day5,analyst positive momentum,-0.876405145,2026-04-30 38:31:0
2023Q4_day5,analyst price target upside,0.237311961,2026-04-30 38:31:0
2023Q4_day5,reaction days,0.330786968,2026-04-30 38:31:0
2023Q4_day5,cortex sentiment,-1.917759461,2026-04-30 38:31:0
2023Q4_day5,earnings surprise pct,0.194161577,2026-04-30 38:31:0
2023Q4_day5,actual eps,1.171492557,2026-04-30 38:31:0
2023Q4_day5,operating margin,0.617248641,2026-04-30 38:31:0
2023Q4_day5,guidance surprise pct,0.812476225,2026-04-30 38:31:0
2023Q4_day5,guidance eps,0.363198235,2026-04-30 38:31:0
2023Q4_day5,china rev yoy,-0.054868932,2026-04-30 38:31:0
2023Q4_day5,revenue qoq,0.412462926,2026-04-30 38:31:0
2023Q4_day5,beta sp500,-0.193789254,2026-04-30 38:31:0
2023Q4_day5,beta sp500 it,-0.239757602,2026-04-30 38:31:0
2023Q4_day5,beta nasdaq,-0.144823057,2026-04-30 38:31:0
2023Q4_day5,cadence return 30d,-0.285998582,2026-04-30 38:31:0
2023Q4_day5,siemens return 30d,0.036801095,2026-04-30 38:31:0
2023Q4_day5,vix,0.412339229,2026-04-30 38:31:0
2023Q4_day5,vix change 30d,-0.238460363,2026-04-30 38:31:0
2023Q4_day5,high volatility,-0.526176751,2026-04-30 38:31:0
2023Q4_day5,cpi,-0.087543381,2026-04-30 38:31:0
2023Q4_day5,unemployment rate,-0.468957243,2026-04-30 38:31:0
2023Q4_day5,analyst sentiment score,0.029865866,2026-04-30 38:31:0
2023Q4_day5,analyst consensus strength,-0.023351159,2026-04-30 38:31:0
2023Q4_day5,analyst bullish ratio,-0.054143974,2026-04-30 38:31:0
2023Q4_day6,analyst bearish ratio,0.95793227,2026-04-30 38:31:0
2023Q4_day6,analyst coverage,0.089625873,2026-04-30 38:31:0
2023Q4_day6,analyst rating momentum,-0.225537315,2026-04-30 38:31:0
2023Q4_day6,analyst positive momentum,-0.127907279,2026-04-30 38:31:0
2023Q4_day6,analyst price target upside,0.379689142,2026-04-30 38:31:0
2023Q4_day6,reaction days,0.172654082,2026-04-30 38:31:0
2023Q4_day6,cortex sentiment,-1.362966787,2026-04-30 38:31:0
2023Q4_day6,earnings surprise pct,1.351537361,2026-04-30 38:31:0
2023Q4_day6,actual eps,0.399113549,2026-04-30 38:31:0
2023Q4_day6,operating margin,0.561989333,2026-04-30 38:31:0
2023Q4_day6,guidance surprise pct,1.448028839,2026-04-30 38:31:0
2023Q4_day6,guidance eps,0.531606863,2026-04-30 38:31:0
2023Q4_day6,china rev yoy,0.384304909,2026-04-30 38:31:0
2023Q4_day6,revenue qoq,0.020356653,2026-04-30 38:31:0
2023Q4_day6,beta sp500,0.255832103,2026-04-30 38:31:0
2023Q4_day6,beta sp500 it,0.145419845,2026-04-30 38:31:0
2023Q4_day6,beta nasdaq,-0.253906996,2026-04-30 38:31:0
2023Q4_day6,cadence return 30d,-0.19306495,2026-04-30 38:31:0
2023Q4_day6,siemens return 30d,0.308988245,2026-04-30 38:31:0
2023Q4_day6,vix,-0.567387666,2026-04-30 38:31:0
2023Q4_day6,vix change 30d,-0.601824232,2026-04-30 38:31:0
2023Q4_day6,high volatility,-0.87756129,2026-04-30 38:31:0
2023Q4_day6,cpi,0.12707972,2026-04-30 38:31:0
2023Q4_day6,unemployment rate,0.618757476,2026-04-30 38:31:0
2023Q4_day6,analyst sentiment score,-1.140519749,2026-04-30 38:31:0
2023Q4_day6,analyst consensus strength,0.007265837,2026-04-30 38:31:0
2023Q4_day6,analyst bullish ratio,0.423666167,2026-04-30 38:31:0
2023Q4_day7,analyst bearish ratio,-0.023892417,2026-04-30 38:31:0
2023Q4_day7,analyst coverage,0.135711539,2026-04-30 38:31:0
2023Q4_day7,analyst rating momentum,-0.318718058,2026-04-30 38:31:0
2023Q4_day7,analyst positive momentum,0.128492129,2026-04-30 38:31:0
2023Q4_day7,analyst price target upside,0.112571147,2026-04-30 38:31:0
2023Q4_day7,reaction days,0.347145999,2026-04-30 38:31:0
2023Q4_day7,cortex sentiment,0.212431631,2026-04-30 38:31:0
2023Q4_day7,earnings surprise pct,2.353738185,2026-04-30 38:31:0
2023Q4_day7,actual eps,1.147779904,2026-04-30 38:31:0
2023Q4_day7,operating margin,0.097738895,2026-04-30 38:31:0
2023Q4_day7,guidance surprise pct,0.916630581,2026-04-30 38:31:0
2023Q4_day7,guidance eps,0.588100224,2026-04-30 38:31:0
2023Q4_day7,china rev yoy,0.101545153,2026-04-30 38:31:0
2023Q4_day7,revenue qoq,-0.088620423,2026-04-30 38:31:0
2023Q4_day7,beta sp500,0.050538293,2026-04-30 38:31:0
2023Q4_day7,beta sp500 it,0.395279261,2026-04-30 38:31:0
2023Q4_day7,beta nasdaq,-0.30196277,2026-04-30 38:31:0
2023Q4_day7,cadence return 30d,0.341963568,2026-04-30 38:31:0
2023Q4_day7,siemens return 30d,0.39513452,2026-04-30 38:31:0
2023Q4_day7,vix,-0.459034263,2026-04-30 38:31:0
2023Q4_day7,vix change 30d,-1.46092745,2026-04-30 38:31:0
2023Q4_day7,high volatility,-0.703910994,2026-04-30 38:31:0
2023Q4_day7,cpi,0.389098364,2026-04-30 38:31:0
2023Q4_day7,unemployment rate,-0.006860419,2026-04-30 38:31:0
2023Q4_day7,analyst sentiment score,-1.099581339,2026-04-30 38:31:0
2023Q4_day7,analyst consensus strength,-0.151432476,2026-04-30 38:31:0
2023Q4_day7,analyst bullish ratio,0.252186008,2026-04-30 38:31:0
2023Q4_day8,analyst bearish ratio,0.16402007,2026-04-30 38:31:0
2023Q4_day8,analyst coverage,-0.07167963,2026-04-30 38:31:0
2023Q4_day8,analyst rating momentum,-0.110047324,2026-04-30 38:31:0
2023Q4_day8,analyst positive momentum,-0.117527445,2026-04-30 38:31:0
2023Q4_day8,analyst price target upside,-0.034482037,2026-04-30 38:31:0
2023Q4_day8,reaction days,0.473075138,2026-04-30 38:31:0
2023Q4_day8,cortex sentiment,-0.693392282,2026-04-30 38:31:0
2023Q4_day8,earnings surprise pct,1.530295112,2026-04-30 38:31:0
2023Q4_day8,actual eps,1.712789631,2026-04-30 38:31:0
2023Q4_day8,operating margin,0.299493269,2026-04-30 38:31:0
2023Q4_day8,guidance surprise pct,0.541027812,2026-04-30 38:31:0
2023Q4_day8,guidance eps,1.042238054,2026-04-30 38:31:0
2023Q4_day8,china rev yoy,-0.007258682,2026-04-30 38:31:0
2023Q4_day8,revenue qoq,-0.271110558,2026-04-30 38:31:0
2023Q4_day8,beta sp500,0.097307785,2026-04-30 38:31:0
2023Q4_day8,beta sp500 it,-0.353711937,2026-04-30 38:31:0
2023Q4_day8,beta nasdaq,0.356303817,2026-04-30 38:31:0
2023Q4_day8,cadence return 30d,-0.139385189,2026-04-30 38:31:0
2023Q4_day8,siemens return 30d,0.060347897,2026-04-30 38:31:0
2023Q4_day8,vix,-0.258356064,2026-04-30 38:31:0
2023Q4_day8,vix change 30d,-0.529452487,2026-04-30 38:31:0
2023Q4_day8,high volatility,-0.106653099,2026-04-30 38:31:0
2023Q4_day8,cpi,-0.142471097,2026-04-30 38:31:0
2023Q4_day8,unemployment rate,0.261389189,2026-04-30 38:31:0
2023Q4_day8,analyst sentiment score,-1.307587808,2026-04-30 38:31:0
2023Q4_day8,analyst consensus strength,0.037913874,2026-04-30 38:31:0
2023Q4_day8,analyst bullish ratio,0.5816787,2026-04-30 38:31:0
2023Q4_day9,analyst bearish ratio,-0.300099397,2026-04-30 38:31:0
2023Q4_day9,analyst coverage,-0.203323491,2026-04-30 38:31:0
2023Q4_day9,analyst rating momentum,0.154172355,2026-04-30 38:31:0
2023Q4_day9,analyst positive momentum,0.053874535,2026-04-30 38:31:0
2023Q4_day9,analyst price target upside,0.22012602,2026-04-30 38:31:0
2023Q4_day9,reaction days,0.247837426,2026-04-30 38:31:0
2023Q4_day9,cortex sentiment,-0.119167119,2026-04-30 38:31:0
2023Q4_day9,earnings surprise pct,1.465819905,2026-04-30 38:31:0
2023Q4_day9,actual eps,1.045891194,2026-04-30 38:31:0
2023Q4_day9,operating margin,-0.072377296,2026-04-30 38:31:0
2023Q4_day9,guidance surprise pct,1.203544221,2026-04-30 38:31:0
2023Q4_day9,guidance eps,1.939929161,2026-04-30 38:31:0
2023Q4_day9,china rev yoy,-0.039790124,2026-04-30 38:31:0
2023Q4_day9,revenue qoq,-0.292358791,2026-04-30 38:31:0
2023Q4_day9,beta sp500,0.332124201,2026-04-30 38:31:0
2023Q4_day9,beta sp500 it,-0.036114349,2026-04-30 38:31:0
2023Q4_day9,beta nasdaq,-0.651800864,2026-04-30 38:31:0
2023Q4_day9,cadence return 30d,0.254226503,2026-04-30 38:31:0
2023Q4_day9,siemens return 30d,-0.160598456,2026-04-30 38:31:0
2023Q4_day9,vix,-0.445266641,2026-04-30 38:31:0
2023Q4_day9,vix change 30d,-0.234009835,2026-04-30 38:31:0
2023Q4_day9,high volatility,-0.30475016,2026-04-30 38:31:0
2023Q4_day9,cpi,0.212835545,2026-04-30 38:31:0
2023Q4_day9,unemployment rate,-0.130645911,2026-04-30 38:31:0
2023Q4_day9,analyst sentiment score,-0.192136521,2026-04-30 38:31:0
2023Q4_day9,analyst consensus strength,-0.077864003,2026-04-30 38:31:0
2023Q4_day9,analyst bullish ratio,0.221643144,2026-04-30 38:31:0
2023Q4_day10,analyst bearish ratio,0.184610245,2026-04-30 38:31:0
2023Q4_day10,analyst coverage,-0.280631611,2026-04-30 38:31:0
2023Q4_day10,analyst rating momentum,0.325794635,2026-04-30 38:31:0
2023Q4_day10,analyst positive momentum,-0.160789034,2026-04-30 38:31:0
2023Q4_day10,analyst price target upside,0.31161156,2026-04-30 38:31:0
2023Q4_day10,reaction days,0.223457463,2026-04-30 38:31:0
2023Q4_day10,cortex sentiment,0.602910206,2026-04-30 38:31:0
2023Q4_day10,earnings surprise pct,0.665920411,2026-04-30 38:31:0
2023Q4_day10,actual eps,0.590409922,2026-04-30 38:31:0
2023Q4_day10,operating margin,-0.005825882,2026-04-30 38:31:0
2023Q4_day10,guidance surprise pct,0.61809213,2026-04-30 38:31:0
2023Q4_day10,guidance eps,1.279965141,2026-04-30 38:31:0
2023Q4_day10,china rev yoy,-0.484893183,2026-04-30 38:31:0
2023Q4_day10,revenue qoq,-0.316104726,2026-04-30 38:31:0
2023Q4_day10,beta sp500,-0.320340876,2026-04-30 38:31:0
2023Q4_day10,beta sp500 it,0.285092278,2026-04-30 38:31:0
2023Q4_day10,beta nasdaq,0.513184012,2026-04-30 38:31:0
2023Q4_day10,cadence return 30d,-0.031334766,2026-04-30 38:31:0
2023Q4_day10,siemens return 30d,-0.050646517,2026-04-30 38:31:0
2023Q4_day10,vix,-0.364973918,2026-04-30 38:31:0
2023Q4_day10,vix change 30d,0.180939151,2026-04-30 38:31:0
2023Q4_day10,high volatility,-0.863676567,2026-04-30 38:31:0
2023Q4_day10,cpi,0.071510695,2026-04-30 38:31:0
2023Q4_day10,unemployment rate,0.292559289,2026-04-30 38:31:0
2023Q4_day10,analyst sentiment score,-0.199343498,2026-04-30 38:31:0
2023Q4_day10,analyst consensus strength,0.056874485,2026-04-30 38:31:0
2023Q4_day10,analyst bullish ratio,0.300313828,2026-04-30 38:31:0
2024Q1_day1,analyst bearish ratio,-0.810969688,2026-04-30 38:31:0
2024Q1_day1,analyst coverage,0.203362596,2026-04-30 38:31:0
2024Q1_day1,analyst rating momentum,-0.196222705,2026-04-30 38:31:0
2024Q1_day1,analyst positive momentum,-0.549189869,2026-04-30 38:31:0
2024Q1_day1,analyst price target upside,0.25224052,2026-04-30 38:31:0
2024Q1_day1,reaction days,0.424731709,2026-04-30 38:31:0
2024Q1_day1,cortex sentiment,-0.582469109,2026-04-30 38:31:0
2024Q1_day1,earnings surprise pct,1.371724728,2026-04-30 38:31:0
2024Q1_day1,actual eps,1.767366955,2026-04-30 38:31:0
2024Q1_day1,operating margin,0.394474336,2026-04-30 38:31:0
2024Q1_day1,guidance surprise pct,1.783978718,2026-04-30 38:31:0
2024Q1_day1,guidance eps,1.245276495,2026-04-30 38:31:0
2024Q1_day1,china rev yoy,0.022630092,2026-04-30 38:31:0
2024Q1_day1,revenue qoq,-0.480589744,2026-04-30 38:31:0
2024Q1_day1,beta sp500,-0.073818746,2026-04-30 38:31:0
2024Q1_day1,beta sp500 it,-0.252973979,2026-04-30 38:31:0
2024Q1_day1,beta nasdaq,0.651282815,2026-04-30 38:31:0
2024Q1_day1,cadence return 30d,-0.052765744,2026-04-30 38:31:0
2024Q1_day1,siemens return 30d,0.036961442,2026-04-30 38:31:0
2024Q1_day1,vix,-0.124257312,2026-04-30 38:31:0
2024Q1_day1,vix change 30d,-0.378198777,2026-04-30 38:31:0
2024Q1_day1,high volatility,0.44752552,2026-04-30 38:31:0
2024Q1_day1,cpi,-0.186794809,2026-04-30 38:31:0
2024Q1_day1,unemployment rate,0.058382237,2026-04-30 38:31:0
2024Q1_day1,analyst sentiment score,-0.945482351,2026-04-30 38:31:0
2024Q1_day1,analyst consensus strength,-0.396006753,2026-04-30 38:31:0
2024Q1_day1,analyst bullish ratio,-0.183530727,2026-04-30 38:31:0
2024Q1_day2,analyst bearish ratio,-0.011111039,2026-04-30 38:31:0
2024Q1_day2,analyst coverage,-0.128790667,2026-04-30 38:31:0
2024Q1_day2,analyst rating momentum,-0.207726294,2026-04-30 38:31:0
2024Q1_day2,analyst positive momentum,-0.421895239,2026-04-30 38:31:0
2024Q1_day2,analyst price target upside,0.133378885,2026-04-30 38:31:0
2024Q1_day2,reaction days,-0.150944075,2026-04-30 38:31:0
2024Q1_day2,cortex sentiment,-0.043966422,2026-04-30 38:31:0
2024Q1_day2,earnings surprise pct,0.849463852,2026-04-30 38:31:0
2024Q1_day2,actual eps,-0.0745309,2026-04-30 38:31:0
2024Q1_day2,operating margin,-0.092762723,2026-04-30 38:31:0
2024Q1_day2,guidance surprise pct,0.348706157,2026-04-30 38:31:0
2024Q1_day2,guidance eps,0.991504706,2026-04-30 38:31:0
2024Q1_day2,china rev yoy,0.402135134,2026-04-30 38:31:0
2024Q1_day2,revenue qoq,-0.562551741,2026-04-30 38:31:0
2024Q1_day2,beta sp500,0.034507824,2026-04-30 38:31:0
2024Q1_day2,beta sp500 it,-0.048039839,2026-04-30 38:31:0
2024Q1_day2,beta nasdaq,0.201402023,2026-04-30 38:31:0
2024Q1_day2,cadence return 30d,0.063958988,2026-04-30 38:31:0
2024Q1_day2,siemens return 30d,-0.2255908,2026-04-30 38:31:0
2024Q1_day2,vix,-0.559526968,2026-04-30 38:31:0
2024Q1_day2,vix change 30d,-0.798012928,2026-04-30 38:31:0
2024Q1_day2,high volatility,0.138003569,2026-04-30 38:31:0
2024Q1_day2,cpi,0.006393495,2026-04-30 38:31:0
2024Q1_day2,unemployment rate,0.570357206,2026-04-30 38:31:0
2024Q1_day2,analyst sentiment score,-0.536396488,2026-04-30 38:31:0
2024Q1_day2,analyst consensus strength,-0.21252203,2026-04-30 38:31:0
2024Q1_day2,analyst bullish ratio,-0.454114318,2026-04-30 38:31:0
2024Q1_day3,analyst bearish ratio,-0.540941903,2026-04-30 38:31:0
2024Q1_day3,analyst coverage,-0.475240783,2026-04-30 38:31:0
2024Q1_day3,analyst rating momentum,0.080137995,2026-04-30 38:31:0
2024Q1_day3,analyst positive momentum,0.152617507,2026-04-30 38:31:0
2024Q1_day3,analyst price target upside,-0.16623814,2026-04-30 38:31:0
2024Q1_day3,reaction days,0.329007663,2026-04-30 38:31:0
2024Q1_day3,cortex sentiment,-0.789836631,2026-04-30 38:31:0
2024Q1_day3,earnings surprise pct,0.888075807,2026-04-30 38:31:0
2024Q1_day3,actual eps,1.767332377,2026-04-30 38:31:0
2024Q1_day3,operating margin,0.269051795,2026-04-30 38:31:0
2024Q1_day3,guidance surprise pct,0.638881611,2026-04-30 38:31:0
2024Q1_day3,guidance eps,0.265284665,2026-04-30 38:31:0
2024Q1_day3,china rev yoy,-0.64554462,2026-04-30 38:31:0
2024Q1_day3,revenue qoq,-0.215745996,2026-04-30 38:31:0
2024Q1_day3,beta sp500,-0.063339072,2026-04-30 38:31:0
2024Q1_day3,beta sp500 it,-0.296153858,2026-04-30 38:31:0
2024Q1_day3,beta nasdaq,-0.03937709,2026-04-30 38:31:0
2024Q1_day3,cadence return 30d,0.023055565,2026-04-30 38:31:0
2024Q1_day3,siemens return 30d,-0.067456795,2026-04-30 38:31:0
2024Q1_day3,vix,-0.72500129,2026-04-30 38:31:0
2024Q1_day3,vix change 30d,-0.315672664,2026-04-30 38:31:0
2024Q1_day3,high volatility,-0.179029675,2026-04-30 38:31:0
2024Q1_day3,cpi,-0.327119723,2026-04-30 38:31:0
2024Q1_day3,unemployment rate,0.423279714,2026-04-30 38:31:0
2024Q1_day3,analyst sentiment score,-0.559152879,2026-04-30 38:31:0
2024Q1_day3,analyst consensus strength,0.005654887,2026-04-30 38:31:0
2024Q1_day3,analyst bullish ratio,0.212464327,2026-04-30 38:31:0
2024Q1_day4,analyst bearish ratio,0.069964839,2026-04-30 38:31:0
2024Q1_day4,analyst coverage,0.28594099,2026-04-30 38:31:0
2024Q1_day4,analyst rating momentum,0.08613725,2026-04-30 38:31:0
2024Q1_day4,analyst positive momentum,-0.183731212,2026-04-30 38:31:0
2024Q1_day4,analyst price target upside,0.222300705,2026-04-30 38:31:0
2024Q1_day4,reaction days,-0.078745241,2026-04-30 38:31:0
2024Q1_day4,cortex sentiment,-0.434864177,2026-04-30 38:31:0
2024Q1_day4,earnings surprise pct,0.780062006,2026-04-30 38:31:0
2024Q1_day4,actual eps,0.675129886,2026-04-30 38:31:0
2024Q1_day4,operating margin,-0.038561253,2026-04-30 38:31:0
2024Q1_day4,guidance surprise pct,-0.329109427,2026-04-30 38:31:0
2024Q1_day4,guidance eps,0.470765055,2026-04-30 38:31:0
2024Q1_day4,china rev yoy,0.02785347,2026-04-30 38:31:0
2024Q1_day4,revenue qoq,0.047956918,2026-04-30 38:31:0
2024Q1_day4,beta sp500,-0.308302542,2026-04-30 38:31:0
2024Q1_day4,beta sp500 it,0.379712352,2026-04-30 38:31:0
2024Q1_day4,beta nasdaq,-0.259852454,2026-04-30 38:31:0
2024Q1_day4,cadence return 30d,0.29083716,2026-04-30 38:31:0
2024Q1_day4,siemens return 30d,0.128158309,2026-04-30 38:31:0
2024Q1_day4,vix,-0.723113655,2026-04-30 38:31:0
2024Q1_day4,vix change 30d,0.487655446,2026-04-30 38:31:0
2024Q1_day4,high volatility,-0.996818416,2026-04-30 38:31:0
2024Q1_day4,cpi,0.275746252,2026-04-30 38:31:0
2024Q1_day4,unemployment rate,0.300174695,2026-04-30 38:31:0
2024Q1_day4,analyst sentiment score,-0.902372125,2026-04-30 38:31:0
2024Q1_day4,analyst consensus strength,0.41773959,2026-04-30 38:31:0
2024Q1_day4,analyst bullish ratio,-0.075013954,2026-04-30 38:31:0
2024Q1_day5,analyst bearish ratio,0.086608089,2026-04-30 38:31:0
2024Q1_day5,analyst coverage,0.078096552,2026-04-30 38:31:0
2024Q1_day5,analyst rating momentum,-0.040292622,2026-04-30 38:31:0
2024Q1_day5,analyst positive momentum,0.243242482,2026-04-30 38:31:0
2024Q1_day5,analyst price target upside,0.308697744,2026-04-30 38:31:0
2024Q1_day5,reaction days,-0.199706395,2026-04-30 38:31:0
2024Q1_day5,cortex sentiment,0.282604146,2026-04-30 38:31:0
2024Q1_day5,earnings surprise pct,-0.197495193,2026-04-30 38:31:0
2024Q1_day5,actual eps,1.419527723,2026-04-30 38:31:0
2024Q1_day5,operating margin,0.338011541,2026-04-30 38:31:0
2024Q1_day5,guidance surprise pct,0.145420142,2026-04-30 38:31:0
2024Q1_day5,guidance eps,0.553511427,2026-04-30 38:31:0
2024Q1_day5,china rev yoy,-0.331711401,2026-04-30 38:31:0
2024Q1_day5,revenue qoq,-0.064476309,2026-04-30 38:31:0
2024Q1_day5,beta sp500,-0.092410285,2026-04-30 38:31:0
2024Q1_day5,beta sp500 it,0.23389816,2026-04-30 38:31:0
2024Q1_day5,beta nasdaq,0.393092624,2026-04-30 38:31:0
2024Q1_day5,cadence return 30d,0.418705143,2026-04-30 38:31:0
2024Q1_day5,siemens return 30d,-0.168650408,2026-04-30 38:31:0
2024Q1_day5,vix,-0.504610937,2026-04-30 38:31:0
2024Q1_day5,vix change 30d,-1.241719096,2026-04-30 38:31:0
2024Q1_day5,high volatility,-0.802935033,2026-04-30 38:31:0
2024Q1_day5,cpi,0.28945549,2026-04-30 38:31:0
2024Q1_day5,unemployment rate,0.484674847,2026-04-30 38:31:0
2024Q1_day5,analyst sentiment score,-1.240609323,2026-04-30 38:31:0
2024Q1_day5,analyst consensus strength,-0.177739278,2026-04-30 38:31:0
2024Q1_day5,analyst bullish ratio,-0.007921727,2026-04-30 38:31:0
2024Q1_day6,analyst bearish ratio,0.084048348,2026-04-30 38:31:0
2024Q1_day6,analyst coverage,-0.242881056,2026-04-30 38:31:0
2024Q1_day6,analyst rating momentum,0.127218313,2026-04-30 38:31:0
2024Q1_day6,analyst positive momentum,-0.142151804,2026-04-30 38:31:0
2024Q1_day6,analyst price target upside,0.147109546,2026-04-30 38:31:0
2024Q1_day6,reaction days,0.25925685,2026-04-30 38:31:0
2024Q1_day6,cortex sentiment,-0.496146638,2026-04-30 38:31:0
2024Q1_day6,earnings surprise pct,0.538168466,2026-04-30 38:31:0
2024Q1_day6,actual eps,0.734234118,2026-04-30 38:31:0
2024Q1_day6,operating margin,-0.026508888,2026-04-30 38:31:0
2024Q1_day6,guidance surprise pct,0.577993382,2026-04-30 38:31:0
2024Q1_day6,guidance eps,0.644722362,2026-04-30 38:31:0
2024Q1_day6,china rev yoy,0.479594151,2026-04-30 38:31:0
2024Q1_day6,revenue qoq,0.168275834,2026-04-30 38:31:0
2024Q1_day6,beta sp500,-0.088644095,2026-04-30 38:31:0
2024Q1_day6,beta sp500 it,0.209086321,2026-04-30 38:31:0
2024Q1_day6,beta nasdaq,-0.100145847,2026-04-30 38:31:0
2024Q1_day6,cadence return 30d,0.351937391,2026-04-30 38:31:0
2024Q1_day6,siemens return 30d,0.110892658,2026-04-30 38:31:0
2024Q1_day6,vix,-0.453651072,2026-04-30 38:31:0
2024Q1_day6,vix change 30d,-0.176141537,2026-04-30 38:31:0
2024Q1_day6,high volatility,-1.185438076,2026-04-30 38:31:0
2024Q1_day6,cpi,-0.338030241,2026-04-30 38:31:0
2024Q1_day6,unemployment rate,-0.358177502,2026-04-30 38:31:0
2024Q1_day6,analyst sentiment score,-0.414234143,2026-04-30 38:31:0
2024Q1_day6,analyst consensus strength,0.5197545,2026-04-30 38:31:0
2024Q1_day6,analyst bullish ratio,0.669390044,2026-04-30 38:31:0
2024Q1_day7,analyst bearish ratio,0.19141533,2026-04-30 38:31:0
2024Q1_day7,analyst coverage,0.150253342,2026-04-30 38:31:0
2024Q1_day7,analyst rating momentum,-0.54031732,2026-04-30 38:31:0
2024Q1_day7,analyst positive momentum,-0.16280214,2026-04-30 38:31:0
2024Q1_day7,analyst price target upside,-0.00755675,2026-04-30 38:31:0
2024Q1_day7,reaction days,0.02583048,2026-04-30 38:31:0
2024Q1_day7,cortex sentiment,-0.600886291,2026-04-30 38:31:0
2024Q1_day7,earnings surprise pct,0.516745653,2026-04-30 38:31:0
2024Q1_day7,actual eps,-0.387579886,2026-04-30 38:31:0
2024Q1_day7,operating margin,0.224373077,2026-04-30 38:31:0
2024Q1_day7,guidance surprise pct,0.156354185,2026-04-30 38:31:0
2024Q1_day7,guidance eps,0.943548118,2026-04-30 38:31:0
2024Q1_day7,china rev yoy,0.622224801,2026-04-30 38:31:0
2024Q1_day7,revenue qoq,-0.275815377,2026-04-30 38:31:0
2024Q1_day7,beta sp500,-0.759086257,2026-04-30 38:31:0
2024Q1_day7,beta sp500 it,-0.085801267,2026-04-30 38:31:0
2024Q1_day7,beta nasdaq,0.33028789,2026-04-30 38:31:0
2024Q1_day7,cadence return 30d,0.587504236,2026-04-30 38:31:0
2024Q1_day7,siemens return 30d,-0.368864878,2026-04-30 38:31:0
2024Q1_day7,vix,-0.151650388,2026-04-30 38:31:0
2024Q1_day7,vix change 30d,-0.632655228,2026-04-30 38:31:0
2024Q1_day7,high volatility,-0.452974177,2026-04-30 38:31:0
2024Q1_day7,cpi,0.793303004,2026-04-30 38:31:0
2024Q1_day7,unemployment rate,-0.450891099,2026-04-30 38:31:0
2024Q1_day7,analyst sentiment score,-0.347756203,2026-04-30 38:31:0
2024Q1_day7,analyst consensus strength,0.140307952,2026-04-30 38:31:0
2024Q1_day7,analyst bullish ratio,0.325735897,2026-04-30 38:31:0
2024Q1_day8,analyst bearish ratio,0.029394946,2026-04-30 38:31:0
2024Q1_day8,analyst coverage,0.092415162,2026-04-30 38:31:0
2024Q1_day8,analyst rating momentum,-0.11749457,2026-04-30 38:31:0
2024Q1_day8,analyst positive momentum,0.080738082,2026-04-30 38:31:0
2024Q1_day8,analyst price target upside,0.081361545,2026-04-30 38:31:0
2024Q1_day8,reaction days,0.274314378,2026-04-30 38:31:0
2024Q1_day8,cortex sentiment,-0.721766202,2026-04-30 38:31:0
2024Q1_day8,earnings surprise pct,1.026260236,2026-04-30 38:31:0
2024Q1_day8,actual eps,0.782442312,2026-04-30 38:31:0
2024Q1_day8,operating margin,0.337815075,2026-04-30 38:31:0
2024Q1_day8,guidance surprise pct,0.769163766,2026-04-30 38:31:0
2024Q1_day8,guidance eps,-0.263819481,2026-04-30 38:31:0
2024Q1_day8,china rev yoy,0.37857645,2026-04-30 38:31:0
2024Q1_day8,revenue qoq,-0.27171969,2026-04-30 38:31:0
2024Q1_day8,beta sp500,-0.196129902,2026-04-30 38:31:0
2024Q1_day8,beta sp500 it,-0.178698388,2026-04-30 38:31:0
2024Q1_day8,beta nasdaq,0.412331428,2026-04-30 38:31:0
2024Q1_day8,cadence return 30d,-0.640702264,2026-04-30 38:31:0
2024Q1_day8,siemens return 30d,0.94132456,2026-04-30 38:31:0
2024Q1_day8,vix,0.128028405,2026-04-30 38:31:0
2024Q1_day8,vix change 30d,-0.288380543,2026-04-30 38:31:0
2024Q1_day8,high volatility,-0.427447,2026-04-30 38:31:0
2024Q1_day8,cpi,0.085666222,2026-04-30 38:31:0
2024Q1_day8,unemployment rate,0.156336729,2026-04-30 38:31:0
